,tt,type,ru,,
,сатып алучы,nonetype,покупатель ,,
,күз эчкәрерәклеге,nonetype,Энофтальм ,,
,ипифора,nonetype,Эпифора ,,
,итнарых,nonetype,Этнарх ,,
,геоботаника,nonetype,геоботаника ,,
,Ыштыр,nonetype,Онуча ,,
,филатилис,nonetype,филателист ,,
,оча куышлыгы,nonetype,полость таза ,,
,палиябиялугия,nonetype,палеобиология ,,
,Ирексез тибрәнүләр,nonetype,Вынужденные колебания ,,
,акардиянис,nonetype,аккордеонист ,,
,кече литинан,nonetype,младший лейтенант ,,
,физиюлыг,nonetype,физиолог ,,
,Кара чәчләр,nonetype,брюнет ,,
,Магнит квант саны,nonetype,Магнитное квантовое число ,,
,Автономияле җөмһүрият,nonetype,автономная республика ,,
,Кәҗәчелек,nonetype,козоводство ,,
,сүп савыты,nonetype,Супник ,,
,рәссам-витражис,nonetype,художников-витражист ,,
,утлы коралдан ату ярасы,nonetype,огнестрельная рана ,,
,шаһмат хөкемчесе,nonetype,шахматный судья ,,
,очраклы вакыйга,nonetype,Случайное событие ,,
,карсыналугия,nonetype,Карцинология ,,
,ристауратыр,nonetype,реставратор ,,
,букысчы,nonetype,боксёр ,,
,бабсличе,nonetype,бобслеист ,,
,эскилитанис,nonetype,скелетонист ,,
,Үзбәяләү,nonetype,самоуважение ,,
,рислир,nonetype,рестлер ,,
,янарал-фатирмистер,nonetype,Генерал-квартирмейстер ,,
,чирәмдәге һоккей уйнаучы,nonetype,игрок в хоккей на траве ,,
,Бәлеш,nonetype,пирог ,,
,күкрәк куышлыгы,nonetype,грудная полость ,,
,ригбис,nonetype,регбист ,,
,зәйтүн,nonetype,сатин ,,
,бадминтанис,nonetype,бадминтонист ,,
,өчле сикерүче,nonetype,тройной прыгун ,,
,келиматулыг,nonetype,климатолог ,,
,Квант телепортациясе,nonetype,Квантовая телепортация ,,
,Патологик физиология,nonetype,патологическая физиология ,,
,грейпфрут суы,nonetype,грейпфрутовый сок ,,
,кече әфисәр,nonetype,младший офицер ,,
,виноград суы,nonetype,виноградный сок ,,
,илаһиятче,nonetype,богослов ,,
,Magnit kursı,nonetype,пеленг ,,
,нифет чыгару,nonetype,нефтедобыча ,,
,Теглайн,nonetype,теглайн ,,
,силиксәнир,nonetype,селекционер ,,
,аванпус,nonetype,Аванпост ,,
,Delete,nonetype,Delete ,,
,гаскәрбашы,nonetype,полководец ,,
,фае,nonetype,Фойе ,,
,Төркем:Хокук яклаучылар,nonetype,правозащитник ,,
,Ярма,nonetype,крупа ,,
,Спред,nonetype,намазка ,,
,мичман,nonetype,Мичман ,,
,Искателей,nonetype,Посёлок Искателей ,,
,Миозит,nonetype,Миозит ,,
,сиржан-маюр,nonetype,сержант-майор ,,
,эшләпәче,nonetype,шляпник ,,
,фитотерапия,nonetype,Фитотерапия ,,
,чынаяк,nonetype,Чаша ,,
,чынаяк,noun,Чаша ,,
,qäsä,noun,Чаша ,,
,çınayaq,noun,Чаша ,,
,касә,nonetype,Чаша ,,
,кәсә,nonetype,Чаша ,,
,табак,noun,Чаша ,,
,чашка,nonetype,Чаша ,,
,магистыр,nonetype,магистр ,,
,Гыйльми хезмәтче,nonetype,Информационный работник ,,
,Милли кемлек,nonetype,Национальная идентичность ,,
,Траншея,nonetype,траншея ,,
,Товар билгесенең хокукый саклану билгесе,nonetype,Знак правовой охраны товарного знака ,,
,Saqlanu,nonetype,оборона ,,
,таксанамис,nonetype,таксономист ,,
,савучы,nonetype,доярка ,,
,мыза,nonetype,мыза ,,
,Мөгезле эре терлекчелек,nonetype,скотоводство ,,
,Велосипед спорты,nonetype,велосипедный спорт ,,
,корсак аортасының аневризмасы,nonetype,аневризма брюшной аорты ,,
,музыка тәнкыйтьчесе,nonetype,музыкальный критик ,,
,фиеривиркчы,nonetype,фейерверкер ,,
,Орфоэпия,nonetype,Орфоэпия ,,
,орфоэпия,nonetype,Орфоэпия ,,
,йөкче,nonetype,Грузчик ,,
,өлкәне өйрәнүче,nonetype,краевед ,,
,капитан-литинан,nonetype,капитан-лейтенант ,,
,Җылылык электр үзәге,nonetype,теплоэлектроцентраль ,,
,аудиюлыг,nonetype,аудиолог ,,
,палиянтулыг,nonetype,палеонтолог ,,
,Милли район,nonetype,национальный район ,,
,Ландер,nonetype,страна в составе более крупного государственного образования ,,
,бүлек камандиры,nonetype,командир отделения ,,
,Diwan,nonetype,Диван ,,
,Диван,nonetype,Диван ,,
,диван,noun,Диван ,,
,Үткән,nonetype,прошедшее время ,,
,Үткән заман,nonetype,прошедшее время ,,
,журналист,nonetype,журналист ,,
,эшкипир,nonetype,шкипер ,,
,Gidromassaj basseynı,nonetype,Гидромассажный бассейн ,,
,Хутор,nonetype,хутор ,,
,Матди мирас,nonetype,Материальная культура ,,
,пәртеритче,nonetype,портретист ,,
,беренче кылас рәдәвәе,nonetype,рядовой первого класса ,,
,эчү савыты,nonetype,сосуд для питья ,,
,Avtorotatsiä,nonetype,авторотация ,,
,урдир,nonetype,Судебный приказ ,,
,Тибрәнү периоды,nonetype,период колебаний ,,
,тирапивыт,nonetype,терапевт ,,
,Азу,nonetype,Азу ,,
,Иҗтимагый аң,nonetype,общественное сознание ,,
,Уртаклык исем,nonetype,имя нарицательное ,,
,әрме янаралы,nonetype,генерал армии ,,
,янарал,nonetype,генерал армии ,,
,цитрус җимеше,nonetype,плод цитруса ,,
,дирматулыг,nonetype,дерматолог ,,
,җылылык техникасы,nonetype,Теплотехника ,,
,һидрабиюлыг,nonetype,гидробиолог ,,
,төшче галим,nonetype,учёный-ядерщик ,,
,административ-территориаль бүленеш,nonetype,административно-территориальное деление ,,
,социаль челтәр,nonetype,Социальная сеть ,,
,социаль челтәр,nonetype,Социальная сеть ,,
,гиясәясәтче,nonetype,геополитик ,,
,бияфизик,nonetype,биофизик ,,
,батаникы бүлеге,nonetype,раздел ботаники ,,
,Биогеоценоз,nonetype,Биогеоценоз ,,
,музыйка белгече,nonetype,музыковед ,,
,коткаручы,nonetype,спасатель ,,
,иганәче,nonetype,меценат ,,
,инсин,nonetype,Энсин ,,
,масун гыйбадәтханәсе,nonetype,Масонский храм ,,
,инсиклапидис,nonetype,энциклопедист ,,
,Спред,nonetype,спред ,,
,караб командирының өлкән ярдәмчесе,nonetype,Старший помощник командира корабля ,,
,керем,nonetype,доход ,,
,Йөкнамә,nonetype,Накладная ,,
,Чукмар,nonetype,Булава ,,
,Эчке сәясәт,nonetype,Внутренняя политика ,,
,Йорт иясе,nonetype,домовой ,,
,инсыфаламиилит,nonetype,энцефаломиелит ,,
,каһвә савыты,nonetype,Кофейник ,,
,Терминология,nonetype,Терминология ,,
,Гыйльми хезмәткәр,nonetype,научный сотрудник ,,
,калияптиралугия,nonetype,Колеоптерология ,,
,регионнар буенча тарих,nonetype,региональная история ,,
,һакки хөкемчесе,nonetype,хоккейный судья ,,
,ситуаса үзәге,nonetype,ситуационный центр ,,
,Орбиталь квант саны,nonetype,Орбитальное квантовое число ,,
,географик урынлашу,nonetype,географическое местоположение ,,
,таз,nonetype,таз ,,
,фән өлкәсе,nonetype,раздел науки ,,
,Гади матдәләр,nonetype,простое вещество ,,
,инфратип,nonetype,инфратип ,,
,Daruğa,nonetype,даруга ,,
,рияниматулыг,nonetype,реаниматолог ,,
,аспатшалык,nonetype,подцарство ,,
,наркабарун,nonetype,наркобарон ,,
,Мөрәсим,nonetype,церемония ,,
,убирс-литинан,nonetype,оберст-лейтенант ,,
,библиюгрыф,nonetype,библиограф ,,
,новеллачы,nonetype,романист ,,
,раманис,nonetype,романист ,,
,кино актеры,nonetype,актёр кино ,,
,Урманлы тугайлар,nonetype,тугайные леса ,,
,сәяхәтче-тәдкыйкатьче,nonetype,путешественник-исследователь ,,
,Селфи,nonetype,Селфи ,,
,Таң,nonetype,Рассвет ,,
,либритис,nonetype,либреттист ,,
,Халыкара тел,nonetype,Международный язык ,,
,Халыкара тел,nonetype,Международный язык ,,
,мимуарис,nonetype,мемуарист ,,
,эссече,nonetype,эссеист ,,
,калий силитрәсе,nonetype,калийная селитра ,,
,сисмулыг,nonetype,сейсмолог ,,
,истрады әртисе,nonetype,артист эстрады ,,
,йөзүче,nonetype,пловец ,,
,икенче литинан,nonetype,второй лейтенант ,,
,фән диссыплинысы,nonetype,научная дисциплина ,,
,сул,nonetype,слева ,,
,һанбалис,nonetype,гандболист ,,
,авыл атлетикачы,nonetype,тяжёлоатлет ,,
,Акча эмиссиясе,nonetype,эмиссия денег ,,
,Мелиорация,nonetype,мелиорация ,,
,Яңа вакыт,nonetype,Раннее Новое время ,,
,итик,nonetype,этик ,,
,ихтималлыклар назариясе,nonetype,теория вероятностей ,,
,Җенси теләк,nonetype,Похоть ,,
,хайвани теләк,nonetype,Похоть ,,
,шәһвәт,nonetype,Похоть ,,
,җенси теләк,nonetype,Похоть ,,
,Батальон,nonetype,батальон ,,
,каманданте,nonetype,Команданте ,,
,тән әгъзасе,nonetype,часть тела ,,
,һакки теринире,nonetype,хоккейный тренер ,,
,Ğädälät,nonetype,правосудие ,,
,өлкән капитан,nonetype,старший капитан ,,
,тихник,nonetype,техник ,,
