,cv,type,ru,,
,вар,nonetype,Овраг ,,
,Пĕрене,nonetype,лесоматериалы ,,
,Электронлă сăмахсар,nonetype,Электронный словарь ,,
,Витерев,nonetype,воспитание ,,
,Экономика агенчĕ,nonetype,экономический агент ,,
,Кофе-брейк,nonetype,Кофе-брейк ,,
,кофе-брейк,nonetype,Кофе-брейк ,,
,Термин,nonetype,термин ,,
,Астат изотопĕсем,nonetype,Изотопы астата ,,
,Резерфорди изотопĕсем,nonetype,Изотопы резерфордия ,,
,Радон изотопĕсем,nonetype,Изотопы радона ,,
,Пăхăр изотопĕсем,nonetype,Изотопы меди ,,
,Октаграмма,nonetype,октаграмма ,,
,Акай,nonetype,сестра мужа или жены ,,
,Артиллери кĕпçи,nonetype,полевая артиллерия ,,
,Ăслай,nonetype,Изобретение ,,
,Ăмăрткайăк,nonetype,орлы ,,
,Селен изотопĕсем,nonetype,Изотопы селена ,,
,Компьютер сленгĕ,nonetype,компьютерный сленг ,,
,Актини изотопĕсем,nonetype,Изотопы актиния ,,
,Бари изотопĕсем,nonetype,Изотопы бария ,,
,Ăркай,nonetype,Форель ,,
,ăркай,nonetype,Форель ,,
,кĕркке,nonetype,Форель ,,
,Конвейер,nonetype,Конвейер ,,
,Пĕтĕмĕшлĕ топологи терминĕсен сăмахсарĕ,nonetype,Окрестность ,,
,йĕри-тавралăх,nonetype,Окрестность ,,
,тавра,noun,Окрестность ,,
,тавралăх,nonetype,Окрестность ,,
,Менингоэнцефалит,nonetype,Менингоэнцефалит ,,
,Букинистика,nonetype,Букинистика ,,
,Кĕлĕ вырăнĕ,nonetype,Капище ,,
,Шкап,nonetype,Шкаф ,,
,Харрасмент,nonetype,Домогательство ,,
,Повеç,nonetype,повесть ,,
,Мегалополис,nonetype,Мегалополис ,,
,Хасси изотопĕсем,nonetype,Изотопы хассия ,,
,Раухтопаз,nonetype,Раухтопаз ,,
,Рентгени изотопĕсем,nonetype,Изотопы рентгения ,,
,Ампелографи,nonetype,Ампелография ,,
,Водород изотопĕсем,nonetype,изотопы водорода ,,
,Ферми изотопĕсем,nonetype,Изотопы фермия ,,
,Флерови изотопĕсем,nonetype,Изотопы флеровия ,,
,Çуха,nonetype,Воротник ,,
,çуха,nonetype,Воротник ,,
,Пулас вăхăт,nonetype,будущее время ,,
,Утюг,nonetype,Утюг ,,
,Стратеги авиацийĕ,nonetype,Стратегический бомбардировщик ,,
,Неодим изотопĕсем,nonetype,Изотопы неодима ,,
,Европи изотопĕсем,nonetype,Изотопы европия ,,
,Промети изотопĕсем,nonetype,Изотопы прометия ,,
,Вольфрам изотопĕсем,nonetype,Изотопы вольфрама ,,
,Диспрози изотопĕсем,nonetype,Изотопы диспрозия ,,
,Сукмак,nonetype,тропа ,,
,Ĕмĕт наклоненийĕ,nonetype,условное наклонение ,,
,Шывлăх çур чăмăрĕ,nonetype,Полушарие воды ,,
,Никĕль изотопĕсем,nonetype,Изотопы никеля ,,
,Çын геномĕ,nonetype,Геном человека ,,
,Радиохими,nonetype,радиохимия ,,
,Баян,nonetype,баян ,,
,Ыйхă районĕ,nonetype,спальный район ,,
,Утар,nonetype,Пасека ,,
,утар,nonetype,Пасека ,,
,Деепричасти,nonetype,Деепричастие ,,
,деепричасти,noun,Деепричастие ,,
,Тай-брейк,nonetype,Тай-брейк ,,
,Орфоэпи словарĕ,nonetype,Орфоэпический словарь ,,
,Космослăх,nonetype,Космос ,,
,космос,nonetype,Космос ,,
,Унунокти изотопĕсем,nonetype,изотопы унуноктия ,,
,Иттри изотопĕсем,nonetype,Изотопы иттрия ,,
,Теллур изотопĕсем,nonetype,Изотопы теллура ,,
,Иод изотопĕсем,nonetype,Изотопы иода ,,
,Фтор изотопĕсем,nonetype,Изотопы фтора ,,
,Коронăри юнтивĕçтерĕш,nonetype,Коронарная артерия ,,
,Мейтнери изотопĕсем,nonetype,Изотопы мейтнерия ,,
,Молибден изотопĕсем,nonetype,Изотопы молибдена ,,
,Азот изотопесем,nonetype,Изотопы азота ,,
,Сиборги изотопĕсем,nonetype,Изотопы сиборгия ,,
,Прачак,nonetype,Просека ,,
,Самари изотопĕсем,nonetype,Изотопы самария ,,
,Канополо,nonetype,Канополо ,,
,Суя хĕрлĕ шатра,nonetype,Детская розеола ,,
,Сурьма изотопĕсем,nonetype,Изотопы сурьмы ,,
,Бофор,nonetype,Бофор ,,
,Тунката (йывăç),nonetype,Пень ,,
,тунката,nonetype,Пень ,,
,Паллăлăх ĕçхĕл,nonetype,Причастие ,,
,Социаллă хӳтĕлĕх,nonetype,Социальная политика ,,
,Теориллĕ механика,nonetype,теоретическая механика ,,
,Тĕн чĕлхи,nonetype,язык богослужения ,,
,Гипертытăмлă хисеп,nonetype,гиперкомплексное число ,,
,Сакура,nonetype,сакура ,,
,Прайм,nonetype,штрих ,,
,Квант физики,nonetype,квантовая физика ,,
,Остеохондроз,nonetype,Остеохондроз ,,
,Ниоби изотопĕсем,nonetype,Изотопы ниобия ,,
,Осми изотопĕсем,nonetype,Изотопы осмия ,,
,Диподи,nonetype,Диподия ,,
,Уран изотопĕсем,nonetype,Изотопы урана ,,
,Контрудар,nonetype,контрудар ,,
,Рубиди изотопĕсем,nonetype,Изотопы рубидия ,,
,Висмут изотопĕсем,nonetype,Изотопы висмута ,,
,Хура тăхлан изотопĕсем,nonetype,Изотопы свинца ,,
,Плутони изотопĕсем,nonetype,Изотопы плутония ,,
,Минрев,nonetype,контузия ,,
,Тантал изотопĕсем,nonetype,Изотопы тантала ,,
,Хоспитăль,nonetype,Госпиталь ,,
,пульница,noun,Госпиталь ,,
,Вокалист,nonetype,вокалист ,,
,Нептуни изотопĕсем,nonetype,изотопы нептуния ,,
,Калаçу чĕлхи,nonetype,функциональный стиль речи ,,
,Çырсапырав,nonetype,летопись ,,
,Çĕнĕ Самана,nonetype,Новое время ,,
,Алеврит,nonetype,алеврит ,,
,Бори,nonetype,борий ,,
,Хасси,nonetype,хассий ,,
,Опера,nonetype,опера ,,
,Экономика,nonetype,экономическая наука ,,
,Диафрагма,nonetype,диафрагма ,,
,пахча çимĕç,nonetype,овощ ,,
,Юрилле интеллект,nonetype,искусственный интеллект ,,
,Йĕтре хĕçпăшалĕ,nonetype,ядерное оружие ,,
,Ял çерçийĕ,nonetype,домовый воробей ,,
,Платина изотопĕсем,nonetype,изотопы платины ,,
,Чукун çул,nonetype,железная дорога ,,
,Çанталăк тапхăрĕсем,nonetype,время года ,,
,Цези изотопĕсем,nonetype,Изотопы цезия ,,
,Тăмана евĕррисем,nonetype,совообразные ,,
,Талли изотопĕсем,nonetype,Изотопы таллия ,,
,Çар,nonetype,сухопутные войска ,,
,Ĕçме,nonetype,напиток ,,
,Сывлăм,nonetype,Роса ,,
,сывлăм,nonetype,Роса ,,
,лăм,nonetype,Роса ,,
,сывлӑм,noun,Роса ,,
,Сăвапçă,nonetype,священник ,,
,кухня,nonetype,кухня ,,
,Апостолсем,nonetype,апостолы ,,
,Паспорт,nonetype,паспорт ,,
,Сферăллă тригонометри,nonetype,Сферическая тригонометрия ,,
,Акварель,nonetype,акварель ,,
,Чукун çул вокзалĕ,nonetype,железнодорожная станция ,,
,Массăлла сиенлекен хĕçпăшал,nonetype,оружие массового поражения ,,
,Вăхăтлă ертӳлĕх,nonetype,временное правительство ,,
,Халиф,nonetype,халиф ,,
,Ват,nonetype,Жёлчь человека ,,
,ват,nonetype,Жёлчь человека ,,
,Лингва-франка,nonetype,лингва франка ,,
,Сăмах каçмăш,nonetype,Кроссворд ,,
,сăмах каçмăш,nonetype,Кроссворд ,,
,Пымак,nonetype,Перешеек ,,
,Хисеп,nonetype,грамматическое число ,,
,Чикĕ хуралĕн çарĕсем,nonetype,пограничные войска ,,
,Аллофон,nonetype,Аллофон ,,
,Цинга,nonetype,Цинга ,,
,цинга,nonetype,Цинга ,,
,Этелĕк,nonetype,Балобан ,,
,этелĕк,nonetype,Балобан ,,
,Менора,nonetype,Менора ,,
,Перчетке,nonetype,перчатки ,,
,Аслă выçăлăх,nonetype,Массовый голод ,,
,аслă выçăлăх,nonetype,Массовый голод ,,
,Саке,nonetype,Саке ,,
,саке,nonetype,Саке ,,
,Хырăмлăх çĕрни,nonetype,Язва желудка ,,
,хырăмлăх çĕрни,nonetype,Язва желудка ,,
,Кăвапа,nonetype,пуповина ,,
,Састаш,nonetype,рифма ,,
,Инфинитив,nonetype,Инфинитив ,,
,инфинитив,nonetype,Инфинитив ,,
,Чӳклев,nonetype,Жертвоприношение ,,
,чÿк,nonetype,Жертвоприношение ,,
,чӳклев,nonetype,Жертвоприношение ,,
,топологиллĕ уçлăх,nonetype,топологическое пространство ,,
,Лимфа,nonetype,лимфа ,,
,Промиллĕ,nonetype,промилле ,,
,Тăхăн,nonetype,Тога ,,
,тăхăн,nonetype,Тога ,,
,Шит,nonetype,Пядь ,,
,шит,nonetype,Пядь ,,
,Тикĕт,nonetype,Дёготь ,,
,тикĕт,nonetype,Дёготь ,,
,Октаэдр,nonetype,восьмигранник ,,
,Хулаçум,nonetype,пригород ,,
,Гороскоп,nonetype,Гороскоп ,,
,гороскоп,nonetype,Гороскоп ,,
,Микроскоп,nonetype,Микроскоп ,,
,микроскоп,noun,Микроскоп ,,
,Чалăш,nonetype,косая сажень ,,
,Тенкел,nonetype,Скамья ,,
,сак,noun,Скамья ,,
,Строфа,nonetype,строфа ,,
,Эфир,nonetype,Эфир ,,
,Шăлин курăс йышшисем,nonetype,Свиристелевые ,,
,Касанкă,nonetype,Обыкновенный гольян ,,
,Акшар,nonetype,Известь ,,
,акшар,noun,Известь ,,
,Хурăн хуппи,nonetype,Берёста ,,
,Гиперсфера,nonetype,гиперсфера ,,
,Сферăллă геометри,nonetype,Сферическая геометрия ,,
,Чĕлхе политики,nonetype,языковая политика ,,
,Ради изотопĕсем,nonetype,Изотопы радия ,,
,Сикчĕ,nonetype,пробел ,,
,Дармштадти изотопĕсем,nonetype,Изотопы дармштадтия ,,
,Аптăри,nonetype,Шило ,,
,Сăпка,nonetype,детская кроватка ,,
,Бор изотопĕсем,nonetype,Изотопы бора ,,
,Кӳкĕрт изотопĕсем,nonetype,Изотопы серы ,,
,Дубни изотопĕсем,nonetype,Изотопы дубния ,,
,Кали изотопесем,nonetype,Изотопы калия ,,
,Симĕс чие кайăкĕ,nonetype,Зелёная пеночка ,,
,Лоуренси изотопĕсем,nonetype,Изотопы лоуренсия ,,
,Гольми изотопĕсем,nonetype,Изотопы гольмия ,,
,Менделеви изотопĕсем,nonetype,изотопы менделевия ,,
,Археологи культури,nonetype,археологическая культура ,,
,Кремни изотопĕсем,nonetype,Изотопы кремния ,,
,Мора,nonetype,мора ,,
,Пукане театрĕ,nonetype,кукольный театр ,,
,Йĕр,nonetype,линия ,,
,Кушак,nonetype,кот/кошка ,,
,Аниме,nonetype,аниме ,,
,Дубни,nonetype,дубний ,,
,Сиборги,nonetype,сиборгий ,,
,Рентгени,nonetype,рентгений ,,
,Унунокти,nonetype,оганесон ,,
,Карлик планета,nonetype,карликовая планета ,,
,Ноутбук,nonetype,ноутбук ,,
,Космослăх уçлăхĕ,nonetype,космическое пространство ,,
,Пакша,nonetype,обыкновенная белка ,,
